1.01083e-08,1.08205e-08,1.05907e-08,1.16942e-08,1.49836e-08,2.3683e-08,4.46252e-08,5.61395e-08,4.54201e-08,2.52936e-08,1.55896e-08,1.36092e-08
5.0765e-10,4.55739e-10,3.37808e-10,3.99282e-10,3.77636e-09,5.77688e-09,2.13982e-09,4.03627e-10,4.35306e-10,2.19749e-10,2.10751e-10,4.58013e-10
2.47677e-10,1.78956e-10,2.09825e-10,3.30236e-10,3.52956e-09,5.35564e-09,1.81368e-09,4.35694e-10,3.70765e-10,3.24242e-10,4.85158e-10,4.54631e-10
2.49692e-10,3.00063e-10,2.99618e-10,1.76616e-10,3.26884e-09,5.45669e-09,2.13345e-09,5.34942e-10,9.11205e-10,7.49323e-09,2.8134e-08,3.30465e-08
3.14422e-10,2.76574e-10,2.75617e-10,3.39614e-10,3.38046e-09,5.35386e-09,2.00471e-09,3.6074e-10,4.15124e-10,2.95802e-10,4.41144e-10,3.45959e-10
9.35416e-08,6.03846e-08,1.17437e-08,6.2555e-09,7.90247e-09,9.89405e-09,4.85984e-08,8.69694e-08,5.2867e-08,9.8783e-09,4.73238e-09,4.16126e-08
6.04879e-08,1.03816e-07,1.12457e-07,8.85446e-08,1.04472e-07,7.96541e-08,9.83113e-08,1.16708e-07,1.44415e-07,1.29401e-07,1.40651e-07,2.07667e-07
6.76673e-08,3.37549e-08,2.94569e-08,1.10907e-07,1.49968e-07,8.61811e-08,2.75979e-08,8.05898e-09,4.40033e-08,9.05375e-08,1.19624e-07,1.02513e-07
3.49652e-08,3.65245e-08,3.28765e-08,2.68288e-08,2.4703e-08,3.55753e-08,6.11561e-08,9.19539e-08,9.58916e-08,6.3398e-08,2.75157e-08,8.14078e-09
1.38109e-07,1.4677e-07,1.24308e-07,1.80556e-07,1.15662e-07,1.21826e-07,1.0586e-07,1.16995e-07,8.22603e-08,1.59445e-07,1.30549e-07,5.62678e-08
6.5031e-08,5.31549e-08,5.07304e-08,3.93804e-08,2.66562e-08,2.3202e-08,2.92938e-08,2.74503e-08,5.09926e-08,1.25013e-07,1.43181e-07,7.80535e-08
3.8105e-08,1.03787e-07,1.1617e-07,9.55582e-08,5.3185e-08,1.92181e-08,3.47089e-08,2.52565e-08,5.17589e-08,1.16928e-07,1.0444e-07,4.19757e-08
4.22947e-08,3.89266e-08,3.83382e-08,2.34554e-08,3.48575e-08,4.43652e-08,6.58524e-08,5.71688e-08,5.75489e-08,4.5908e-08,4.94825e-08,3.49859e-08
2.04952e-08,2.29008e-08,1.95265e-08,1.42534e-08,1.19264e-08,1.53097e-08,1.44874e-08,1.17612e-08,1.40439e-08,4.15726e-08,4.8387e-08,2.25444e-08
1.18578e-08,8.18618e-09,5.3963e-09,7.15785e-09,5.95659e-09,1.26195e-08,3.15649e-08,4.33326e-08,1.3652e-07,1.68858e-07,1.90076e-07,1.05914e-07
9.65583e-08,8.08296e-08,1.63762e-07,1.48208e-07,4.68597e-08,4.46652e-08,8.24138e-08,1.49741e-07,8.58396e-08,7.48374e-08,1.13736e-07,1.25898e-07
9.17373e-08,8.31366e-08,6.48257e-08,7.48966e-08,1.31461e-07,1.05918e-07,8.61084e-08,1.36987e-07,1.45805e-07,1.45458e-07,1.02132e-07,1.20346e-07
1.80489e-08,3.38281e-08,3.22846e-08,1.9951e-08,1.17464e-08,1.96358e-08,6.49463e-08,1.20147e-07,7.25e-08,1.78402e-08,5.38848e-09,1.25582e-08
3.25664e-08,4.60837e-08,3.98388e-08,4.61306e-08,3.42312e-08,3.25029e-08,2.37569e-08,1.43134e-08,2.19924e-08,2.16686e-08,2.40141e-08,2.77753e-08
1.62507e-08,1.45482e-08,1.19914e-08,1.12287e-08,1.46393e-08,1.56556e-08,8.95786e-09,1.28617e-08,1.19794e-08,1.26644e-08,1.45253e-08,2.75858e-08
1.32909e-07,1.21904e-07,9.5998e-08,1.25021e-07,1.22985e-07,1.00817e-07,1.42649e-07,1.28164e-07,1.18882e-07,1.68761e-07,1.88599e-07,1.97675e-07
2.65838e-08,2.16401e-08,2.23493e-08,6.27258e-08,1.09682e-07,9.92083e-08,5.32649e-08,4.72929e-08,3.87298e-08,5.82384e-08,2.1335e-08,2.96216e-08
